id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,genre
1xXKacUn8XhZ2ifv05RjL1,First Two 7s,Straight Edge,Minor Threat,FALSE,0,0.251,0.958,5,-6.383,1,0.0685,0.00098,0.00408,0.313,0.748,189.067,audio_features,spotify:track:1xXKacUn8XhZ2ifv05RjL1,https://api.spotify.com/v1/tracks/1xXKacUn8XhZ2ifv05RjL1,https://api.spotify.com/v1/audio-analysis/1xXKacUn8XhZ2ifv05RjL1,0.787116667,4,hardcore
46czomX2ayQ4a6HrZR3O78,How Could Hell Be Any Worse? (Re-Issue),Fuck Armageddon...This Is Hell,Bad Religion,FALSE,0,0.278,0.88,2,-5.894,1,0.0657,0.0271,0,0.329,0.18,78.385,audio_features,spotify:track:46czomX2ayQ4a6HrZR3O78,https://api.spotify.com/v1/tracks/46czomX2ayQ4a6HrZR3O78,https://api.spotify.com/v1/audio-analysis/46czomX2ayQ4a6HrZR3O78,2.812883333,4,hardcore
5j9PnyFCKuoKuvncJuhKOH,The Punch Line,Straight Jacket,Minutemen,FALSE,19,0.486,0.495,8,-13.415,1,0.0731,0.0045,0.0666,0.0458,0.508,106.8,audio_features,spotify:track:5j9PnyFCKuoKuvncJuhKOH,https://api.spotify.com/v1/tracks/5j9PnyFCKuoKuvncJuhKOH,https://api.spotify.com/v1/audio-analysis/5j9PnyFCKuoKuvncJuhKOH,0.99555,4,hardcore
3wwouNU73E0pcfXkfcYSJJ,Hear Nothing See Nothing Say Nothing,The Possibility of Life's Destruction,Discharge,TRUE,0,0.0913,0.98,0,-2.133,1,0.0833,2.82E-05,0,0.0985,0.0396,164.338,audio_features,spotify:track:3wwouNU73E0pcfXkfcYSJJ,https://api.spotify.com/v1/tracks/3wwouNU73E0pcfXkfcYSJJ,https://api.spotify.com/v1/audio-analysis/3wwouNU73E0pcfXkfcYSJJ,1.239333333,4,hardcore
3RNlXmY0mgiTXWwn0BIudY,Fresh Fruit for Rotting Vegetables,Holiday In Cambodia,Dead Kennedys,TRUE,10,0.31,0.957,7,-8.706,1,0.0676,0.821,0.553,0.344,0.383,100.808,audio_features,spotify:track:3RNlXmY0mgiTXWwn0BIudY,https://api.spotify.com/v1/tracks/3RNlXmY0mgiTXWwn0BIudY,https://api.spotify.com/v1/audio-analysis/3RNlXmY0mgiTXWwn0BIudY,4.65555,4,hardcore
4d9LC9QoGja5M3en0HWUq1,Everything Sucks,I'm The One,Descendents,FALSE,0,0.391,0.968,0,-6.324,1,0.0625,0.0102,7.01E-05,0.446,0.647,90.481,audio_features,spotify:track:4d9LC9QoGja5M3en0HWUq1,https://api.spotify.com/v1/tracks/4d9LC9QoGja5M3en0HWUq1,https://api.spotify.com/v1/audio-analysis/4d9LC9QoGja5M3en0HWUq1,2.252216667,4,hardcore
2xHvRPKT306R2QcOEoslQc,Adolescents,I Hate Children,Adolescents,FALSE,0,0.322,0.947,2,-7.261,1,0.0445,0.000591,0,0.347,0.62,148.222,audio_features,spotify:track:2xHvRPKT306R2QcOEoslQc,https://api.spotify.com/v1/tracks/2xHvRPKT306R2QcOEoslQc,https://api.spotify.com/v1/audio-analysis/2xHvRPKT306R2QcOEoslQc,1.757783333,4,hardcore
5p7JZOOiMpNBHvDfle8aZU,Punk Rock Singles 1978-1999,"New Wave Sucks - Positively D.O.A. 7"" EP 1981",D.O.A.,FALSE,0,0.436,0.975,7,-5.183,1,0.161,0.000618,7.84E-06,0.0659,0.388,119.659,audio_features,spotify:track:5p7JZOOiMpNBHvDfle8aZU,https://api.spotify.com/v1/tracks/5p7JZOOiMpNBHvDfle8aZU,https://api.spotify.com/v1/audio-analysis/5p7JZOOiMpNBHvDfle8aZU,1.442216667,4,hardcore
6acyCHhyJxayb3fG5z4Ls5,"Sorry Ma, Forgot to Take out the Trash",Customer,The Replacements,FALSE,22,0.39,0.914,4,-7.053,0,0.0621,0.00129,0,0.889,0.625,110.772,audio_features,spotify:track:6acyCHhyJxayb3fG5z4Ls5,https://api.spotify.com/v1/tracks/6acyCHhyJxayb3fG5z4Ls5,https://api.spotify.com/v1/audio-analysis/6acyCHhyJxayb3fG5z4Ls5,1.486216667,4,hardcore
2Q1eMd5WFmOOI90cytHAtT,I Against I,I Against I,Bad Brains,FALSE,47,0.342,0.934,7,-11.511,1,0.0594,0.0183,0.00239,0.252,0.431,112.096,audio_features,spotify:track:2Q1eMd5WFmOOI90cytHAtT,https://api.spotify.com/v1/tracks/2Q1eMd5WFmOOI90cytHAtT,https://api.spotify.com/v1/audio-analysis/2Q1eMd5WFmOOI90cytHAtT,2.845116667,4,hardcore
6jico9Z2EAWo6mZURyK8BJ,Zen Arcade,I'll Never Forget You,Hüsker Dü,FALSE,28,0.283,0.955,2,-11.142,1,0.0692,5.95E-05,0.00171,0.0785,0.334,128.936,audio_features,spotify:track:6jico9Z2EAWo6mZURyK8BJ,https://api.spotify.com/v1/tracks/6jico9Z2EAWo6mZURyK8BJ,https://api.spotify.com/v1/audio-analysis/6jico9Z2EAWo6mZURyK8BJ,2.32955,3,hardcore
2ZcoUqFJBucCbnKEuEMb1V,What Makes a Man Start Fires?,Bob Dylan Wrote Propaganda Songs,Minutemen,FALSE,23,0.446,0.978,4,-7.804,0,0.0751,2.99E-05,0.865,0.0996,0.328,145.429,audio_features,spotify:track:2ZcoUqFJBucCbnKEuEMb1V,https://api.spotify.com/v1/tracks/2ZcoUqFJBucCbnKEuEMb1V,https://api.spotify.com/v1/audio-analysis/2ZcoUqFJBucCbnKEuEMb1V,1.491116667,4,hardcore
1SCJCsVBXtHbeqfXYH4Q66,Operation Ivy,Knowledge,Operation Ivy,FALSE,0,0.42,0.947,5,-4.269,1,0.119,0.262,6.52E-05,0.416,0.51,92.027,audio_features,spotify:track:1SCJCsVBXtHbeqfXYH4Q66,https://api.spotify.com/v1/tracks/1SCJCsVBXtHbeqfXYH4Q66,https://api.spotify.com/v1/audio-analysis/1SCJCsVBXtHbeqfXYH4Q66,1.701783333,4,hardcore
2Gh0bJHkYz6dhCky1XvXC0,First Two 7s,Filler,Minor Threat,FALSE,0,0.168,0.977,4,-6.716,1,0.102,0.000181,0.00421,0.0636,0.571,189.339,audio_features,spotify:track:2Gh0bJHkYz6dhCky1XvXC0,https://api.spotify.com/v1/tracks/2Gh0bJHkYz6dhCky1XvXC0,https://api.spotify.com/v1/audio-analysis/2Gh0bJHkYz6dhCky1XvXC0,1.544883333,4,hardcore
4LAU6FUmc4l2NipRpo2Zak,The Crew,Here's Your Warning,7 Seconds,FALSE,0,0.459,0.816,6,-12.726,0,0.0992,0.00754,1.53E-05,0.301,0.355,100.065,audio_features,spotify:track:4LAU6FUmc4l2NipRpo2Zak,https://api.spotify.com/v1/tracks/4LAU6FUmc4l2NipRpo2Zak,https://api.spotify.com/v1/audio-analysis/4LAU6FUmc4l2NipRpo2Zak,1.3,4,hardcore
7eMYrPRsiChMbkVggSVBj4,Is This My World?,Crucify Me,Jerry's Kids,FALSE,26,0.255,0.994,4,-3.732,1,0.136,0.0318,0.0976,0.327,0.108,97.793,audio_features,spotify:track:7eMYrPRsiChMbkVggSVBj4,https://api.spotify.com/v1/tracks/7eMYrPRsiChMbkVggSVBj4,https://api.spotify.com/v1/audio-analysis/7eMYrPRsiChMbkVggSVBj4,1.99045,4,hardcore
1KpRBS8dbDw7LxMhuK7Bso,Suicidal Tendencies,Institutionalized,Suicidal Tendencies,FALSE,0,0.375,0.814,0,-8.528,1,0.302,0.0355,0,0.11,0.651,96.051,audio_features,spotify:track:1KpRBS8dbDw7LxMhuK7Bso,https://api.spotify.com/v1/tracks/1KpRBS8dbDw7LxMhuK7Bso,https://api.spotify.com/v1/audio-analysis/1KpRBS8dbDw7LxMhuK7Bso,3.832666667,3,hardcore
2RW7RocMW5Xkry7c8EaNZR,Nonstop (Re-Recordings),Injustice System!,Sick Of It All,TRUE,0,0.332,0.998,11,-2.88,0,0.0911,2.50E-06,0.358,0.0659,0.242,137.113,audio_features,spotify:track:2RW7RocMW5Xkry7c8EaNZR,https://api.spotify.com/v1/tracks/2RW7RocMW5Xkry7c8EaNZR,https://api.spotify.com/v1/audio-analysis/2RW7RocMW5Xkry7c8EaNZR,1.89955,3,hardcore
0Hl2Vuhhhh8buesoxUk1DW,GI,Lexicon Devil,Germs,FALSE,45,0.504,0.877,4,-7.469,0,0.053,0.000242,2.66E-06,0.293,0.821,106.272,audio_features,spotify:track:0Hl2Vuhhhh8buesoxUk1DW,https://api.spotify.com/v1/tracks/0Hl2Vuhhhh8buesoxUk1DW,https://api.spotify.com/v1/audio-analysis/0Hl2Vuhhhh8buesoxUk1DW,1.739333333,4,hardcore
5vkCtFusnkXbYuao0Th5CT,New Day Rising,Whatcha Drinkin',Hüsker Dü,FALSE,19,0.286,0.875,11,-11.703,1,0.0664,0.000203,0.00027,0.822,0.6,109.295,audio_features,spotify:track:5vkCtFusnkXbYuao0Th5CT,https://api.spotify.com/v1/tracks/5vkCtFusnkXbYuao0Th5CT,https://api.spotify.com/v1/audio-analysis/5vkCtFusnkXbYuao0Th5CT,1.555116667,3,hardcore
32wGXDkk8f7CyYCPBF81gJ,"Plastic Surgery Disasters/In God We Trust, Inc.",Buzzbomb,Dead Kennedys,FALSE,0,0.314,0.982,11,-4.756,0,0.112,0.000122,0,0.237,0.486,139.931,audio_features,spotify:track:32wGXDkk8f7CyYCPBF81gJ,https://api.spotify.com/v1/tracks/32wGXDkk8f7CyYCPBF81gJ,https://api.spotify.com/v1/audio-analysis/32wGXDkk8f7CyYCPBF81gJ,2.3634,4,hardcore
3FXDVUALipaatG5LIRiPcm,The Record,Let's Have a War,Fear,FALSE,27,0.399,0.828,2,-9.06,1,0.0517,0.0177,0,0.39,0.374,99.094,audio_features,spotify:track:3FXDVUALipaatG5LIRiPcm,https://api.spotify.com/v1/tracks/3FXDVUALipaatG5LIRiPcm,https://api.spotify.com/v1/audio-analysis/3FXDVUALipaatG5LIRiPcm,2.346,4,hardcore
4kZb6F9tFXEnWNhDKqWo8c,Dance With Me,Code Blue,T.S.O.L.,TRUE,0,0.175,0.984,7,-2.891,1,0.0986,0.00835,1.03E-06,0.375,0.342,140.424,audio_features,spotify:track:4kZb6F9tFXEnWNhDKqWo8c,https://api.spotify.com/v1/tracks/4kZb6F9tFXEnWNhDKqWo8c,https://api.spotify.com/v1/audio-analysis/4kZb6F9tFXEnWNhDKqWo8c,2.14845,4,hardcore
5qWnPhPgeeFx4CfVmGZbGR,How Could Hell Be Any Worse? (Re-Issue),We're Only Gonna Die,Bad Religion,FALSE,0,0.171,0.955,2,-3.627,1,0.143,0.0016,0,0.353,0.373,160.284,audio_features,spotify:track:5qWnPhPgeeFx4CfVmGZbGR,https://api.spotify.com/v1/tracks/5qWnPhPgeeFx4CfVmGZbGR,https://api.spotify.com/v1/audio-analysis/5qWnPhPgeeFx4CfVmGZbGR,2.21445,4,hardcore
68bDUWlMlp2Ld2Qe48EjGz,Total Recall,Ready to Fight,Negative Approach,FALSE,0,0.49,0.751,7,-11.457,1,0.123,0.0413,0.391,0.363,0.695,123.684,audio_features,spotify:track:68bDUWlMlp2Ld2Qe48EjGz,https://api.spotify.com/v1/tracks/68bDUWlMlp2Ld2Qe48EjGz,https://api.spotify.com/v1/audio-analysis/68bDUWlMlp2Ld2Qe48EjGz,1.04,4,hardcore
7GfMlSrcyjy3lz7wWH9iMq,GI,What We Do Is Secret,Germs,FALSE,40,0.518,0.816,0,-6.508,1,0.109,6.06E-05,2.42E-05,0.344,0.843,112.28,audio_features,spotify:track:7GfMlSrcyjy3lz7wWH9iMq,https://api.spotify.com/v1/tracks/7GfMlSrcyjy3lz7wWH9iMq,https://api.spotify.com/v1/audio-analysis/7GfMlSrcyjy3lz7wWH9iMq,0.74,4,hardcore
6GbIoHZQOYAHrFcXge2cVR,Minor Disturbance,Teen Idles,Teen Idles,FALSE,8,0.315,0.844,11,-12.866,1,0.149,0.000653,0.916,0.472,0.606,163.638,audio_features,spotify:track:6GbIoHZQOYAHrFcXge2cVR,https://api.spotify.com/v1/tracks/6GbIoHZQOYAHrFcXge2cVR,https://api.spotify.com/v1/audio-analysis/6GbIoHZQOYAHrFcXge2cVR,0.748883333,4,hardcore
6SDUhwv7kjWt4YVDSLsf8k,Living In Darkness (30th Anniversary Edition),Too Young to Die,Agent Orange,FALSE,42,0.226,0.963,7,-7.927,1,0.177,0.11,0.0005,0.179,0.272,183.594,audio_features,spotify:track:6SDUhwv7kjWt4YVDSLsf8k,https://api.spotify.com/v1/tracks/6SDUhwv7kjWt4YVDSLsf8k,https://api.spotify.com/v1/audio-analysis/6SDUhwv7kjWt4YVDSLsf8k,2.067116667,4,hardcore
35LjPAPwOKOPz7q7HAb8jH,Reagan's In,Fuck Authority,Wasted Youth,TRUE,34,0.37,0.931,2,-12.116,1,0.0936,0.000338,0,0.376,0.556,87.69,audio_features,spotify:track:35LjPAPwOKOPz7q7HAb8jH,https://api.spotify.com/v1/tracks/35LjPAPwOKOPz7q7HAb8jH,https://api.spotify.com/v1/audio-analysis/35LjPAPwOKOPz7q7HAb8jH,1.683333333,4,hardcore
2ynru6AE1AXIW8euFhEMat,Damaged,Thirsty And Miserable,Black Flag,TRUE,33,0.287,0.9,5,-13.156,1,0.0906,0.0419,0.972,0.842,0.0358,104.282,audio_features,spotify:track:2ynru6AE1AXIW8euFhEMat,https://api.spotify.com/v1/tracks/2ynru6AE1AXIW8euFhEMat,https://api.spotify.com/v1/audio-analysis/2ynru6AE1AXIW8euFhEMat,2.097333333,4,hardcore
3mewIGrpGHaQ9sIIa31zca,Dealing With It! (Millennium Edition),I'd Rather Be Sleeping,D.R.I.,FALSE,39,0.417,0.67,4,-8.337,0,0.0672,0.0116,0.0771,0.115,0.541,88.024,audio_features,spotify:track:3mewIGrpGHaQ9sIIa31zca,https://api.spotify.com/v1/tracks/3mewIGrpGHaQ9sIIa31zca,https://api.spotify.com/v1/audio-analysis/3mewIGrpGHaQ9sIIa31zca,1.132216667,4,hardcore
4d2l1tj2k5zoj7ScmEGWZB,Group Sex,I Just Want Some Skank,Circle Jerks,FALSE,0,0.414,0.853,4,-8.147,0,0.121,0.0642,0.00472,0.318,0.67,71.431,audio_features,spotify:track:4d2l1tj2k5zoj7ScmEGWZB,https://api.spotify.com/v1/tracks/4d2l1tj2k5zoj7ScmEGWZB,https://api.spotify.com/v1/audio-analysis/4d2l1tj2k5zoj7ScmEGWZB,1.158216667,1,hardcore
0Vw9pH9rm4cq442sPhgvbn,Nonstop (Re-Recordings),My Life,Sick Of It All,TRUE,0,0.238,0.997,2,-3.058,1,0.282,7.30E-06,0.000108,0.452,0.285,179.897,audio_features,spotify:track:0Vw9pH9rm4cq442sPhgvbn,https://api.spotify.com/v1/tracks/0Vw9pH9rm4cq442sPhgvbn,https://api.spotify.com/v1/audio-analysis/0Vw9pH9rm4cq442sPhgvbn,0.842883333,1,hardcore
6aLMRbcpJAlSdrKDL5xfiE,The First Four Years,Nervous Breakdown,Black Flag,FALSE,26,0.384,0.957,11,-9.393,0,0.0803,0.431,0,0.778,0.218,90.314,audio_features,spotify:track:6aLMRbcpJAlSdrKDL5xfiE,https://api.spotify.com/v1/tracks/6aLMRbcpJAlSdrKDL5xfiE,https://api.spotify.com/v1/audio-analysis/6aLMRbcpJAlSdrKDL5xfiE,2.16555,4,hardcore
7dZmlJHoM5FCb3tcDCTnjG,Still Screaming / This Side Up,Came Without Warning,Scream,FALSE,4,0.29,0.982,9,-7.919,1,0.292,0.000291,3.72E-05,0.331,0.191,92.135,audio_features,spotify:track:7dZmlJHoM5FCb3tcDCTnjG,https://api.spotify.com/v1/tracks/7dZmlJHoM5FCb3tcDCTnjG,https://api.spotify.com/v1/audio-analysis/7dZmlJHoM5FCb3tcDCTnjG,1.769783333,4,hardcore
6y0cNSlPDhiMjexwSMVXjF,Pick Your King E.P. / Record Collectors Are Pretentious Assholes (The Fatal Erection Years: 1983-1986),Pure Hate,Poison Idea,TRUE,34,0.253,0.943,11,-5.363,0,0.0744,1.35E-06,0.516,0.335,0.633,120.526,audio_features,spotify:track:6y0cNSlPDhiMjexwSMVXjF,https://api.spotify.com/v1/tracks/6y0cNSlPDhiMjexwSMVXjF,https://api.spotify.com/v1/audio-analysis/6y0cNSlPDhiMjexwSMVXjF,1.699283333,4,hardcore
4YwwzLj1GCPepU5xRsGUlH,Just an American Band / Live In '84,I Hate You - Just an American Band,Verbal Abuse,FALSE,27,0.4,0.745,2,-12.516,1,0.0377,3.35E-05,0.0316,0.29,0.626,142.589,audio_features,spotify:track:4YwwzLj1GCPepU5xRsGUlH,https://api.spotify.com/v1/tracks/4YwwzLj1GCPepU5xRsGUlH,https://api.spotify.com/v1/audio-analysis/4YwwzLj1GCPepU5xRsGUlH,2.152666667,4,hardcore
29YmXzZBlVJuEAmr6L8T77,Total Recall,Can't Tell No One,Negative Approach,FALSE,0,0.539,0.969,1,-9.216,0,0.0351,0.333,0.0148,0.362,0.802,109.383,audio_features,spotify:track:29YmXzZBlVJuEAmr6L8T77,https://api.spotify.com/v1/tracks/29YmXzZBlVJuEAmr6L8T77,https://api.spotify.com/v1/audio-analysis/29YmXzZBlVJuEAmr6L8T77,1.41045,4,hardcore
7xkSwLmSHDlnNuiePDgp22,Operation Ivy,Sound System,Operation Ivy,FALSE,0,0.569,0.954,2,-4.82,1,0.126,0.35,0.000265,0.0768,0.574,91.205,audio_features,spotify:track:7xkSwLmSHDlnNuiePDgp22,https://api.spotify.com/v1/tracks/7xkSwLmSHDlnNuiePDgp22,https://api.spotify.com/v1/audio-analysis/7xkSwLmSHDlnNuiePDgp22,2.233783333,4,hardcore
4YRGXEjngQ47PpfL4orKOj,Milo Goes to College,I'm Not A Loser,Descendents,FALSE,31,0.337,0.881,6,-8.144,0,0.0434,0.00152,0,0.35,0.861,101.046,audio_features,spotify:track:4YRGXEjngQ47PpfL4orKOj,https://api.spotify.com/v1/tracks/4YRGXEjngQ47PpfL4orKOj,https://api.spotify.com/v1/audio-analysis/4YRGXEjngQ47PpfL4orKOj,1.481116667,4,hardcore
4aZJKP1AMIOICFoKl35yIP,Side B,Condensed Flesh,Void,FALSE,1,0.291,0.868,10,-6.78,1,0.0454,0.00142,0.926,0.338,0.706,92.209,audio_features,spotify:track:4aZJKP1AMIOICFoKl35yIP,https://api.spotify.com/v1/tracks/4aZJKP1AMIOICFoKl35yIP,https://api.spotify.com/v1/audio-analysis/4aZJKP1AMIOICFoKl35yIP,0.643116667,3,hardcore
6LieMpKqOPW7J4dJh7SUYF,Still Screaming / This Side Up,Bedlam,Scream,FALSE,1,0.28,0.962,2,-5.104,1,0.0834,0.000759,0.477,0.373,0.344,109.32,audio_features,spotify:track:6LieMpKqOPW7J4dJh7SUYF,https://api.spotify.com/v1/tracks/6LieMpKqOPW7J4dJh7SUYF,https://api.spotify.com/v1/audio-analysis/6LieMpKqOPW7J4dJh7SUYF,1.757116667,4,hardcore
